Species,TreeName,Lat,Long
A_grandidieri,AdBefa_54,-22.0572,43.2915
A_grandidieri,AdBefa_55,-22.0575,43.2908
A_grandidieri,AdBefa_56,-22.0571,43.2904
A_grandidieri,AdBefa_57,-22.056,43.2909
A_grandidieri,AdBefa_58,-22.0685,43.8938
A_grandidieri,AdBefa_59,-22.0693,43.8839
A_grandidieri,AdBefa_60,-22.0560666666667,43.8894
A_grandidieri,AdBefa_61,-22.0537666666667,43.8871
A_grandidieri,AdBefa_62,-22.0552,43.8883
A_grandidieri,AdBefa_63,-22.1276,43.2811
A_grandidieri,AdBefa_64,-21.8738,43.8779
A_grandidieri,AdBefa_65,-21.7075,43.4205
A_grandidieri,AdBefa_66,-22.0067,43.3394
A_grandidieri,AdBefa_67,-22.0536,43.3006
A_grandidieri,AdBefa_68,-22.0571,43.2912
A_grandidieri,AdBefa_69,-22.0575,43.2898
A_grandidieri,AdBefa_70,-22.0569,43.2904
A_grandidieri,AdBefa_71,-22.0559,43.29095556
A_grandidieri,AdBefa_72,-22.0661,43.8924
A_grandidieri,AdBefa_73,-22.0663,43.884
A_grandidieri,AdBefa_74,-22.0589,43.8897
A_grandidieri,AdBefa_75,-22.054,43.894
A_grandidieri,AdBefa_76,-22.0537,43.8883
A_grandidieri,AdBefa_77,-22.1339,43.2905
A_grandidieri,AdBefa_78,-21.8738,43.5874
