X,Y
49.1547405015568,-12.1371673207
49.1542179032698,-12.1366656603733
49.1928788488484,-12.2302772614412
49.1544254113654,-12.1365340634696
49.4250589817309,-12.456677071745
49.1545736743776,-12.1370261879471
49.3368689191324,-12.3210779639985
49.4291351275775,-12.4456584307552
49.4294958488757,-12.4447863185233
49.2734770306673,-11.9670656000601
49.4302232746401,-12.4451847627285
49.4299369396087,-12.4452872256892
49.2715529257599,-11.9658392855739
49.4293837262409,-12.4451712811634
49.4290907626553,-12.4445623318038
49.4258767873807,-12.4565374622344
49.4302857871024,-12.4449771232993
49.4275935766301,-12.4453560892816
49.4297427864526,-12.4455004930854
49.4288902144727,-12.4459097176588
49.4298445830255,-12.4459576063909
49.4272500119521,-12.4459185256967
49.4286861449252,-12.4488017162656
49.4284169109478,-12.4487910631676
49.4286553574663,-12.4451202186545
49.4312415904087,-12.4457884610227
49.3364219513252,-12.3212159555287
49.4256571355719,-12.4565834634753
49.4228908739833,-12.4419305389225
49.4232244567053,-12.4418400819432
49.3467215078359,-12.3174847341061
49.342383154729,-12.3144828238893
49.3440723350025,-12.3145157143066
49.3365255348306,-12.3146678246906
49.2965425400872,-12.0295063265891
49.286023700183,-12.0027226725369
49.2858382112282,-12.0019332346595
49.2858965706591,-12.0015512917798
49.286521342399,-12.0028914129832
49.2883256962304,-12.0026502250635
49.2886082727584,-12.0022954499119
49.2900435527858,-12.0006900622839
49.2894373762409,-12.0009932339799
49.2778140765508,-11.9709857629344
49.2789453914151,-11.972142349535
49.2793115046641,-11.972367876763
49.2806601308245,-11.9719376567852
49.2801545118588,-11.9713530794346
49.2845145635135,-11.9702500975164
49.2849714219729,-11.9703089877784
49.2823697833372,-11.9691067000873
49.2834322254451,-11.9701276743552
49.289553877615,-11.9772429224472
49.2902820094066,-11.9780511906795
49.2944629316661,-11.9933800284494
49.2896999992553,-11.9933735249352
49.2959398620388,-11.9883723891026
49.2972979693471,-11.9896980051761
49.2979752577217,-11.9901754435768
49.2981523840644,-11.990344510737
49.2988515077554,-11.9916550789047
49.3003771066115,-11.9930090723397
49.2997430790981,-11.9881657229589
49.2996609111984,-11.9878259243984
49.2999720483857,-11.9895276467239
49.2999752655913,-11.9887576909639
49.2974434492627,-11.9964058754784
49.2964315505709,-11.9961374760813
49.2966623902633,-11.9956951868886
49.29072469877,-11.9954859603435
49.2981025788719,-11.9913433029904
49.2975206743051,-11.9906072592588
49.2986930634884,-11.9913844008624
49.2984005072124,-11.9899391017862
49.2989590902156,-11.9924281364421
49.2992704436645,-11.9936386828286
49.2997067250749,-11.9943831809468
49.2987302307309,-11.9936771551003
49.2999065245248,-11.9944365109234
49.299770094968,-11.9913836608009
49.3001441202821,-11.9913911113459
49.301471268023,-11.9901737605412
49.3005542667728,-11.9899234902093
49.3006154861984,-11.9910913470507
49.3001175459016,-11.9910054339383
49.297803421847,-11.9903679970702
49.2980667450744,-11.9908932861014
49.2982635115855,-11.9922194409824
49.3001121850912,-11.9889453063839
49.2997222343184,-11.989302171968
49.2995529920542,-11.9885339895301
49.2974562830182,-11.9848922275839
49.2978834650246,-11.9854523376575
49.2904037567991,-11.9761137634478
49.2932971275982,-11.9990985252905
49.295249502828,-11.9998910719436
49.2942811944219,-11.9971666952036
49.3039739931836,-12.0080618275568
49.3011495589908,-12.0053066313463
49.3006647798413,-12.0048011578637
49.3020439290141,-12.0056710474955
49.301389520004,-12.0051662168086
49.3054208593407,-12.011935906514
49.3057312414553,-12.0118687175506
49.3055849621362,-12.0124637440925
49.3041799802254,-12.0108948174231
49.3052141669515,-12.0113220870184
49.3040932613064,-12.0125879467368
49.3046089897683,-12.0106332781709
49.3051968215045,-12.0120497285926
49.3053414968906,-12.0116114044368
49.3053434564849,-12.011823636264
49.3044812164975,-12.0101277887705
49.3035413535924,-12.0101179862788
49.3013813298223,-12.0048839803103
49.301086039898,-12.0045979733123
49.3015159784822,-12.0060951815758
