X,Y,Name,TreeID
48.7271260501739,-12.4456195577798,A digitata, Andranoaombi_bay
47.8076739799031,-14.1742632242348,A digitata, Nosy_valiha
48.7264662219485,-12.4458989968131,A mada, Andranoaombi_bay
47.8958528373011,-13.9009067484197,A mada, Anorotsangana
49.1611583459283,-12.1358526066835,A mada, Chapeau_gendarme
47.3781159164379,-14.7467988344432,A rubrostipa, Ampitily
44.3035024696808,-21.8661715078701,A rubrostipa, Mahebo
48.3531583805691,-13.4842590462291,A za, Nosy_kumba
47.1056840781842,-15.2564111224757,A za, Mahajambe
